,index,word,root,freq,ipa_word,diff,verb class,ipa_root,reg
4400,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4401,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4402,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4403,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4404,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4405,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4406,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4407,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4408,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4409,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4410,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4411,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4412,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4413,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4414,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4415,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4416,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4417,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4418,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4419,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4420,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4421,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4422,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4423,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4424,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4425,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4426,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4427,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4428,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4429,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4430,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4431,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4432,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4433,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4434,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4435,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4436,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4437,135,found,find,306,faʊnd,ɪ-ʊ,vowel change,faɪnd,Irreg
4438,136,fried,fry,2,fraɪd,-d,-d,fraɪ,Reg
4439,136,fried,fry,2,fraɪd,-d,-d,fraɪ,Reg
4440,137,frightened,frighten,4,fraɪtənd,-d,-d,fraɪtən,Reg
4441,137,frightened,frighten,4,fraɪtənd,-d,-d,fraɪtən,Reg
4442,137,frightened,frighten,4,fraɪtənd,-d,-d,fraɪtən,Reg
4443,137,frightened,frighten,4,fraɪtənd,-d,-d,fraɪtən,Reg
4444,138,froze,freeze,1,froʊz,i-oʊ,vowel change,friz,Irreg
4445,139,fudged,fudge,1,fəʤd,-d,-d,fəʤ,Reg
4446,140,gasped,gasp,2,gæspt,-t,-t,gæsp,Reg
4447,140,gasped,gasp,2,gæspt,-t,-t,gæsp,Reg
4448,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4449,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4450,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4451,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4452,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4453,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4454,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4455,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4456,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4457,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4458,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4459,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4460,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4461,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4462,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4463,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4464,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4465,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4466,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4467,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4468,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4469,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4470,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4471,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4472,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4473,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4474,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4475,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4476,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4477,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4478,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4479,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4480,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4481,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4482,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4483,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4484,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4485,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4486,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4487,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4488,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4489,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4490,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4491,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4492,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4493,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4494,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4495,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4496,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4497,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4498,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4499,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4500,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4501,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4502,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4503,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4504,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4505,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4506,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4507,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4508,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4509,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4510,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4511,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4512,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4513,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4514,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4515,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4516,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4517,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4518,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4519,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4520,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4521,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4522,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4523,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4524,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4525,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4526,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4527,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4528,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4529,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4530,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4531,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4532,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4533,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4534,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4535,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4536,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4537,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4538,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4539,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4540,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4541,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4542,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4543,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4544,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4545,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4546,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4547,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4548,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4549,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4550,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4551,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4552,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4553,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4554,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4555,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4556,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4557,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4558,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4559,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4560,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4561,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4562,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4563,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4564,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4565,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4566,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4567,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4568,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4569,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4570,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4571,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4572,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4573,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4574,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4575,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4576,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4577,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4578,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4579,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4580,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4581,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4582,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4583,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4584,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4585,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4586,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4587,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4588,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4589,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4590,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4591,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4592,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4593,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4594,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4595,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4596,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4597,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4598,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4599,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4600,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4601,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4602,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4603,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4604,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4605,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4606,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4607,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4608,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4609,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4610,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4611,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4612,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4613,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4614,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4615,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4616,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4617,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4618,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4619,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4620,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4621,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4622,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4623,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4624,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4625,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4626,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4627,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4628,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4629,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4630,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4631,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4632,141,gave,give,185,geɪv,ɪ-eɪ,vowel change,gɪv,Irreg
4633,142,giggled,giggle,1,gɪgəld,-d,-d,gɪgəl,Reg
4634,143,glued,glue,2,glud,-d,-d,glu,Reg
4635,143,glued,glue,2,glud,-d,-d,glu,Reg
4636,144,gnashed,gnash,2,næʃt,-t,-t,næʃ,Reg
4637,144,gnashed,gnash,2,næʃt,-t,-t,næʃ,Reg
4638,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4639,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4640,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4641,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4642,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4643,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4644,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4645,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4646,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4647,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4648,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4649,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4650,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4651,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4652,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4653,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4654,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4655,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4656,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4657,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4658,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4659,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4660,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4661,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4662,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4663,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4664,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4665,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4666,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4667,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4668,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4669,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4670,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4671,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4672,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4673,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4674,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4675,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4676,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4677,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4678,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4679,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4680,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4681,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4682,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4683,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4684,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4685,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4686,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4687,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4688,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4689,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4690,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4691,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4692,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4693,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4694,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4695,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4696,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4697,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4698,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4699,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4700,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4701,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4702,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4703,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4704,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4705,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4706,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4707,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4708,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4709,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4710,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4711,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4712,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4713,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4714,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4715,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4716,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4717,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4718,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4719,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4720,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4721,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4722,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4723,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4724,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4725,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4726,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4727,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4728,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4729,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4730,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4731,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
4732,145,got,get,2482,gɑt,ɛ-ɑ,vowel change,gɛt,Irreg
