,index,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq,level_0
1641,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1642,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1643,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1644,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1645,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1646,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1647,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1648,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1649,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1650,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1651,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1652,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1653,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1654,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1655,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1656,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1657,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1658,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1659,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1660,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1661,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1662,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1663,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1664,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1665,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1666,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1667,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1668,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1669,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1670,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1671,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1672,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1673,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1674,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1675,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1676,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1677,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1678,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1679,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1680,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1681,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1682,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1683,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1684,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1685,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1686,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1687,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1688,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1689,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1690,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1691,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1692,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1693,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1694,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1695,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1696,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1697,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1698,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1699,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1700,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1701,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1702,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1703,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1704,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1705,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1706,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1707,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1708,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1709,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1710,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1711,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1712,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1713,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1714,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1715,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1716,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1717,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1718,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1719,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1720,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1721,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1722,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1723,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1724,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1725,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1726,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1727,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1728,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1729,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1730,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1731,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1732,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1733,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1734,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1735,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1736,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1737,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1738,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1739,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1740,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1741,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1742,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1743,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1744,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1745,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1746,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1747,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1748,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1749,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1750,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1751,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1752,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1753,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1754,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1755,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1756,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1757,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1758,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1759,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1760,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1761,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1762,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1763,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1764,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1765,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1766,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1767,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1768,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1769,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1770,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1771,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1772,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1773,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1774,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1775,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1776,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1777,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1778,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1779,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1780,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1781,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1782,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1783,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1784,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1785,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1786,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1787,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1788,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1789,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1790,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1791,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1792,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1793,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1794,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1795,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1796,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1797,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1798,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1799,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1800,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1801,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1802,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1803,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1804,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1805,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1806,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1807,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1808,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1809,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1810,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1811,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1812,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1813,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1814,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1815,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1816,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1817,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1818,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1819,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1820,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1821,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1822,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1823,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1824,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1825,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1826,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1827,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1828,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1829,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1830,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1831,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1832,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1833,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1834,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1835,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1836,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1837,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1838,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1839,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1840,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1841,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1842,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1843,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1844,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1845,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1846,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1847,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1848,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1849,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1850,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1851,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1852,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1853,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1854,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1855,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1856,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1857,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1858,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1859,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1860,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1861,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1862,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1863,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1864,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1865,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1866,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1867,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1868,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1869,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1870,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1871,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1872,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1873,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1874,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1875,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1876,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1877,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1878,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1879,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1880,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1881,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1882,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1883,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1884,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1885,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1886,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1887,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1888,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1889,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1890,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1891,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1892,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1893,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1894,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1895,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1896,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1897,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1898,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1899,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1900,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1901,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1902,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
1903,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
